Country Name,Country ID,Gender,Ruler Name,Person ID,Ruler Dynasty,Secondary Dynasty,Rule Start Month,Rule Start Year,Rule End Month,Rule End Year,Regency 1?,Regent Name,Regent Person ID,Regency 2? ,ID,Start Regency1 Month,Start Regency 1 Year,End Regency1 Month,End Regency1 Year,Start Regency2 Month,Start Regency2 Year,End Regency 2 Month ,End Regency2 Year,Regency 3 name ,ID,Regency 3 Begin Year ,Regency 3 End Month,Regency 3 End ,Was assasinated?,Was Sickly?,Other Notes,IS_MEMBER_HRE,IS_MEMBER_GC,IS_MEMBER_NGC,Is_Member_Habsburg_Alliance_Block,Is_Member_Spanish_Alliance_Block,Capital_Name,Capital_Lat,Capital_Long,Religion,"Reference For Rule Date: 1 for rule begin and end directly from 'Rulers and Governments', 3 for 'Rulers and Governments' as primary source but some minor modification was made or comment was necessary, 4 for ""Monarchs, Rulers, Dynasties and Kingdoms of the World"" as primary source, 5 for other citation, 6 for primary source was non-Rulers and Governments, and some minor modification was made or comment was neccesary",Note on Ruler Coding,Rule Is Transferred to this Individual as a Result of War Outcome,Citation for Rule Is Transferred to this Individual as a Result of War Outcome,Is_Landlocked,Archduchy of Austria/Habsburg Empire/Austrian Crownlands/Austria-Hungary,Belgium,County Palatine of the Rhine/Electoral Palatinate/The Palatinate,Crown of Castile,Duchy of Holstein,Duchy of Limburg,Duchy of Lucca,Duchy of Luxembourg,Duchy of Parma,Electorate of Saxony/Kingdom of Saxony/Saxony,Electorate/Duchy/Kingdom of Bavaria,Grand Duchy of Hesse (Hesse-Darmstadt),Electorate of Hesse (Hesse-Kassel),Electorate/Margraviate of Brandenburg/Brandenburg-Prussia/Kingdom of Prussia,France -- First French Empire,French First Republic,France -- Kingdom of France,France -- Second French Empire,French Second Republic,French Third Republic (1870-1940),German Confederation [HRE Successor],German Empire [HRE Successor],Grand Duchy of Baden,Grand Duchy of Lithuania,Grand Duchy of Tuscany,Holy Roman Empire,Independent Principality of Lichtenstein,Kingdom of Bohemia,Kingdom of Denmark,Kingdom of England/ England-Scotland/Great Britain/United Kingdom,Kingdom of Greece,Kingdom of Hanover/Duchy of Brunswick/Electorate of Brunswick Luneberg/Electorate of Hanover,Kingdom of Hungary/ Christian Hungary,Kingdom of Naples,Kingdom of Navarre,Kingdom of Norway,Kingdom of Poland/Polish-Lithuanian Commonwealth,Kingdom of Portugal and the Algarves,Kingdom of Romania/United Principalities/Kingdom of Romania/Moldavia,Kingdom of Sardinia/ Peidmont-Sardinia/ Kingdom of Italy,Kingdom of Scotland ,Kingdom of Sicily ,Kingdom of Sweden,Kingdom of the Two Sicilies,Kingdom of Württemberg,Mecklenburg-Schwerin,Mecklenburg-Strelitz,North German Confederation [HRE Successor],Oldenburg,Principality of Bulgaria/Kingdom of Bulgaria,Principality of Montenegro/Kingdom of Montenegro,Principality of Serbia/Kingdom of Serbia,Principality of Zeta,Republic of the Seven United Netherlands/Kingdom of the Netherlands/The Netherlands,Russia -- Grand Duchy of Moscow,Russia -- Tsardom of Russia/Russian Empire,Saxe-Weimar-Eisenach,Spain -- Crown of Aragon,Spain -- Habsburg Spain,Spain -- Kingdom of Spain,Religion Citation,Capital Location Citation
Archduchy of Austria/Habsburg Empire/Austrian Crownlands/Austria-Hungary,216,M,Maximilian II,7237,Habsburg,,July,1564,October,1576,,,,,,,,,,,,,,,,,,,,,,1,,,,,Vienna,"48,208174","16,373819",Roman Catholic,1,,,,1,Never,DNE,Never,DNE,DNE,DNE,DNE,DNE,DNE,No,Yes,DNE,DNE,No,DNE,DNE,No,DNE,DNE,DNE,DNE,DNE,DNE,DNE,DNE,Yes,DNE,Yes,Never,Never,DNE,DNE,No,Never,DNE,Never,Never,Never,DNE,No,Never,Never,DNE,DNE,DNE,DNE,DNE,DNE,DNE,DNE,DNE,DNE,Never,DNE,DNE,No,DNE,DNE,Never,DNE,https://en.wikipedia.org/wiki/Habsburg_Monarchy,https://en.wikipedia.org/wiki/Habsburg_Monarchy
Archduchy of Austria/Habsburg Empire/Austrian Crownlands/Austria-Hungary,216,M,Rudolph II,7238,Habsburg,,October,1576,,1584,,,,,,,,,,,,,,,,,,,,,,1,,,,,Vienna,"48,208174","16,373819",Roman Catholic,1,,,,1,Never,DNE,Never,DNE,DNE,DNE,DNE,DNE,DNE,No,Yes,DNE,DNE,No,DNE,DNE,No,DNE,DNE,DNE,DNE,DNE,DNE,DNE,DNE,Yes,DNE,Yes,Never,Never,DNE,DNE,No,Never,DNE,Never,Never,Never,DNE,No,Never,Never,DNE,DNE,DNE,DNE,DNE,DNE,DNE,DNE,DNE,DNE,Never,Never,DNE,No,DNE,DNE,Never,DNE,https://en.wikipedia.org/wiki/Habsburg_Monarchy,https://en.wikipedia.org/wiki/Habsburg_Monarchy
Archduchy of Austria/Habsburg Empire/Austrian Crownlands/Austria-Hungary,216,M,Rudolph II,7238,Habsburg,,,1584,April,1611,,,,,,,,,,,,,,,,,,,,,,1,,,,,Prague,"50,075538","14,4378",Roman Catholic,1,,,,1,Never,DNE,Never,DNE,DNE,DNE,DNE,DNE,DNE,No,Yes,DNE,DNE,No,DNE,DNE,No,DNE,DNE,DNE,DNE,DNE,DNE,DNE,DNE,Yes,DNE,Yes,Never,Never,DNE,DNE,No,Never,DNE,Never,Never,Never,DNE,No,Never,Never,DNE,DNE,DNE,DNE,DNE,DNE,DNE,DNE,DNE,DNE,Never,Never,DNE,No,DNE,DNE,Never,DNE,https://en.wikipedia.org/wiki/Habsburg_Monarchy,https://en.wikipedia.org/wiki/Habsburg_Monarchy
Archduchy of Austria/Habsburg Empire/Austrian Crownlands/Austria-Hungary,216,M,Matthias,7239,Habsburg,,April,1611,January,1612,,,,,,,,,,,,,,,,,,,,,,1,,,,,Prague,"50,075538","14,4378",Roman Catholic,1,,,,1,Never,DNE,Never,DNE,DNE,DNE,DNE,DNE,DNE,No,Yes,DNE,DNE,No,DNE,DNE,No,DNE,DNE,DNE,DNE,DNE,DNE,DNE,DNE,Yes,DNE,Yes,Never,Never,DNE,DNE,No,Never,DNE,Never,Never,Never,DNE,No,Never,Never,DNE,DNE,DNE,DNE,DNE,DNE,DNE,DNE,DNE,DNE,Never,Never,DNE,No,DNE,DNE,Never,DNE,https://en.wikipedia.org/wiki/Habsburg_Monarchy,https://en.wikipedia.org/wiki/Habsburg_Monarchy
Archduchy of Austria/Habsburg Empire/Austrian Crownlands/Austria-Hungary,216,M,Matthias,7239,Habsburg,,January,1612,May,1618,,,,,,,,,,,,,,,,,,,,,,1,,,,,Vienna,"48,208174","16,373819",Roman Catholic,1,,1,War P. 557; Matthais gains these countries through the Habsburg Brothers' War,1,Never,DNE,Never,DNE,DNE,DNE,DNE,DNE,DNE,No,Yes,DNE,DNE,No,DNE,DNE,No,DNE,DNE,DNE,DNE,DNE,DNE,DNE,DNE,Yes,DNE,Yes,Never,Never,DNE,DNE,No,Never,DNE,Never,Never,Never,DNE,No,Never,Never,DNE,DNE,DNE,DNE,DNE,DNE,DNE,DNE,DNE,DNE,Never,Never,DNE,No,DNE,DNE,Never,DNE,https://en.wikipedia.org/wiki/Habsburg_Monarchy,https://en.wikipedia.org/wiki/Habsburg_Monarchy
Archduchy of Austria/Habsburg Empire/Austrian Crownlands/Austria-Hungary,216,M,Matthias,7239,Habsburg,,May,1618,march,1619,,,,,,,,,,,,,,,,,,,,,,1,,,,,Vienna,"48,208174","16,373819",Roman Catholic,1,,1,War P. 557; Matthais gains these countries through the Habsburg Brothers' War,1,Never,DNE,Never,DNE,DNE,DNE,DNE,DNE,DNE,No,Yes,DNE,DNE,No,DNE,DNE,No,DNE,DNE,DNE,DNE,DNE,DNE,DNE,DNE,Yes,DNE,No,Never,Never,DNE,DNE,Yes,Never,DNE,Never,Never,Never,DNE,No,Never,Never,DNE,DNE,DNE,DNE,DNE,DNE,DNE,DNE,DNE,DNE,Never,Never,DNE,No,DNE,DNE,Never,DNE,https://en.wikipedia.org/wiki/Habsburg_Monarchy,https://en.wikipedia.org/wiki/Habsburg_Monarchy
Archduchy of Austria/Habsburg Empire/Austrian Crownlands/Austria-Hungary,216,M,Ferdinand II,2419,Habsburg,,March,1619,January,1621,,,,,,,,,,,,,,,,,,,,,,1,,,,,Vienna,"48,208174","16,373819",Roman Catholic,1,,,,1,Never,DNE,Never,DNE,DNE,DNE,DNE,DNE,DNE,No,Yes,DNE,DNE,No,DNE,DNE,No,DNE,DNE,DNE,DNE,DNE,DNE,DNE,DNE,Yes,DNE,No,Never,Never,DNE,DNE,Yes,Never,DNE,Never,Never,Never,DNE,No,Never,Never,DNE,DNE,DNE,DNE,DNE,DNE,DNE,DNE,DNE,DNE,Never,Never,DNE,No,DNE,DNE,Never,DNE,https://en.wikipedia.org/wiki/Habsburg_Monarchy,https://en.wikipedia.org/wiki/Habsburg_Monarchy
Archduchy of Austria/Habsburg Empire/Austrian Crownlands/Austria-Hungary,216,M,Ferdinand II,2419,Habsburg,,January,1621,February,1637,,,,,,,,,,,,,,,,,,,,,,1,,,,,Vienna,"48,208174","16,373819",Roman Catholic,1,,,,1,Never,DNE,Never,DNE,DNE,DNE,DNE,DNE,DNE,No,Yes,DNE,DNE,No,DNE,DNE,No,DNE,DNE,DNE,DNE,DNE,DNE,DNE,DNE,Yes,DNE,No,Never,Never,DNE,DNE,No,Never,DNE,Never,Never,Never,DNE,No,Never,Never,DNE,DNE,DNE,DNE,DNE,DNE,DNE,DNE,DNE,DNE,Never,Never,DNE,No,DNE,DNE,Never,DNE,https://en.wikipedia.org/wiki/Habsburg_Monarchy,https://en.wikipedia.org/wiki/Habsburg_Monarchy
Archduchy of Austria/Habsburg Empire/Austrian Crownlands/Austria-Hungary,216,M,Ferdinand III,2418,Habsburg,,February,1637,April,1657,,,,,,,,,,,,,,,,,,,,,,1,,,,,Vienna,"48,208174","16,373819",Roman Catholic,1,,,,1,Never,DNE,Never,DNE,DNE,DNE,DNE,DNE,DNE,No,Yes,DNE,DNE,No,DNE,DNE,No,DNE,DNE,DNE,DNE,DNE,DNE,DNE,DNE,Yes,DNE,No,Never,Never,DNE,DNE,No,Never,DNE,Never,Never,Never,DNE,No,DNE,Never,DNE,DNE,DNE,DNE,DNE,DNE,DNE,DNE,DNE,DNE,Never,Never,DNE,No,DNE,DNE,Never,DNE,https://en.wikipedia.org/wiki/Habsburg_Monarchy,https://en.wikipedia.org/wiki/Habsburg_Monarchy
Archduchy of Austria/Habsburg Empire/Austrian Crownlands/Austria-Hungary,216,M,Leopold I,2420,Habsburg,,July,1658,July,1682,,,,,,,,,,,,,,,,,,,,,,1,,,,,Vienna,"48,208174","16,373819",Roman Catholic,1,,,,1,Never,DNE,Never,DNE,DNE,DNE,DNE,DNE,DNE,No,Yes,DNE,DNE,No,DNE,DNE,No,DNE,DNE,DNE,DNE,DNE,DNE,DNE,DNE,Yes,DNE,No,Never,Never,DNE,DNE,No,Never,DNE,Never,Never,Never,DNE,No,DNE,Never,DNE,DNE,DNE,DNE,DNE,DNE,DNE,DNE,DNE,DNE,Never,Never,DNE,No,DNE,DNE,Never,DNE,https://en.wikipedia.org/wiki/Habsburg_Monarchy,https://en.wikipedia.org/wiki/Habsburg_Monarchy
Archduchy of Austria/Habsburg Empire/Austrian Crownlands/Austria-Hungary,216,M,Leopold I,2420,Habsburg,,July,1682,September,1683,,,,,,,,,,,,,,,,,,,,,,1,,,,,Vienna,"48,208174","16,373819",Roman Catholic,1,,,,1,Never,DNE,Never,DNE,DNE,DNE,DNE,DNE,DNE,No,Yes,DNE,DNE,No,DNE,DNE,No,DNE,DNE,DNE,DNE,DNE,DNE,DNE,DNE,Yes,DNE,No,Never,Never,DNE,DNE,Yes,Never,DNE,Never,Never,Never,DNE,No,DNE,Never,DNE,DNE,DNE,DNE,DNE,DNE,DNE,DNE,DNE,DNE,Never,Never,DNE,No,DNE,DNE,Never,DNE,https://en.wikipedia.org/wiki/Habsburg_Monarchy,https://en.wikipedia.org/wiki/Habsburg_Monarchy
Archduchy of Austria/Habsburg Empire/Austrian Crownlands/Austria-Hungary,216,M,Leopold I,2420,Habsburg,,September,1683,May,1705,,,,,,,,,,,,,,,,,,,,,,1,,,,,Vienna,"48,208174","16,373819",Roman Catholic,1,,,,1,Never,DNE,Never,DNE,DNE,DNE,DNE,DNE,DNE,No,Yes,DNE,DNE,No,DNE,DNE,No,DNE,DNE,DNE,DNE,DNE,DNE,DNE,DNE,Yes,DNE,No,Never,Never,DNE,Never,No,Never,DNE,Never,Never,Never,DNE,No,DNE,Never,DNE,DNE,DNE,DNE,DNE,DNE,DNE,DNE,DNE,DNE,Never,Never,DNE,No,DNE,DNE,Never,DNE,https://en.wikipedia.org/wiki/Habsburg_Monarchy,https://en.wikipedia.org/wiki/Habsburg_Monarchy
Archduchy of Austria/Habsburg Empire/Austrian Crownlands/Austria-Hungary,216,M,Joseph I,2430,Habsburg,,May,1705,January,1709,,,,,,,,,,,,,,,,,,,,,,1,,,,,Vienna,"48,208174","16,373819",Roman Catholic,1,,,,1,Never,DNE,DNE,DNE,DNE,DNE,DNE,DNE,DNE,Yes,Yes,DNE,DNE,No,DNE,DNE,No,DNE,DNE,DNE,DNE,DNE,DNE,DNE,DNE,Yes,DNE,DNE,Never,Never,DNE,Never,DNE,Never,DNE,Never,Never,Never,DNE,No,DNE,Never,Yes,DNE,DNE,DNE,DNE,DNE,DNE,DNE,DNE,DNE,Never,Never,DNE,No,DNE,DNE,DNE,Never,https://en.wikipedia.org/wiki/Habsburg_Monarchy,https://en.wikipedia.org/wiki/Habsburg_Monarchy
Archduchy of Austria/Habsburg Empire/Austrian Crownlands/Austria-Hungary,216,M,Joseph I,2430,Habsburg,,January,1709,April,1711,,,,,,,,,,,,,,,,,,,,,,1,,,,,Vienna,"48,208174","16,373819",Roman Catholic,1,,,,1,Never,DNE,DNE,DNE,DNE,DNE,DNE,DNE,DNE,Yes,Yes,DNE,DNE,No,DNE,DNE,No,DNE,DNE,DNE,DNE,DNE,DNE,DNE,DNE,Yes,DNE,DNE,Never,Never,DNE,Never,DNE,Never,DNE,Never,Never,Never,DNE,No,DNE,Never,No,DNE,DNE,DNE,DNE,DNE,DNE,DNE,DNE,DNE,Never,Never,DNE,No,DNE,DNE,DNE,Never,https://en.wikipedia.org/wiki/Habsburg_Monarchy,https://en.wikipedia.org/wiki/Habsburg_Monarchy
Archduchy of Austria/Habsburg Empire/Austrian Crownlands/Austria-Hungary,216,M,Charles VI,2431,Habsburg,,April,1711,October,1740,,,,,,,,,,,,,,,,,,,,,,1,,,,,Vienna,"48,208174","16,373819",Roman Catholic,1,,,,1,Never,DNE,DNE,DNE,DNE,DNE,DNE,DNE,DNE,Yes,Yes,DNE,DNE,No,DNE,DNE,No,DNE,DNE,DNE,DNE,DNE,DNE,DNE,DNE,Yes,DNE,DNE,Never,Never,DNE,Never,DNE,Never,DNE,Never,Never,Never,DNE,No,DNE,Never,No,DNE,DNE,DNE,DNE,DNE,DNE,DNE,DNE,DNE,Never,Never,DNE,No,DNE,DNE,DNE,Never,https://en.wikipedia.org/wiki/Habsburg_Monarchy,https://en.wikipedia.org/wiki/Habsburg_Monarchy
Archduchy of Austria/Habsburg Empire/Austrian Crownlands/Austria-Hungary,216,F,Maria Theresa,2432,Habsburg,,October,1740,February,1742,,,,,,,,,,,,,,,,,,,,,,1,,,,,Vienna,"48,208174","16,373819",Roman Catholic,1,,,,1,Never,DNE,DNE,DNE,DNE,DNE,DNE,DNE,DNE,Yes,Yes,DNE,DNE,No,DNE,DNE,No,DNE,DNE,DNE,DNE,DNE,DNE,DNE,DNE,Yes,DNE,DNE,Never,Never,DNE,Never,DNE,Never,DNE,Never,Never,Never,DNE,No,DNE,Never,No,DNE,DNE,DNE,DNE,DNE,DNE,DNE,DNE,DNE,Never,Never,DNE,No,DNE,DNE,DNE,Never,https://en.wikipedia.org/wiki/Habsburg_Monarchy,https://en.wikipedia.org/wiki/Habsburg_Monarchy
Archduchy of Austria/Habsburg Empire/Austrian Crownlands/Austria-Hungary,216,F,Maria Theresa,2432,Habsburg,,February,1742,April,1742,,,,,,,,,,,,,,,,,,,,,,1,,,,,Vienna,"48,208174","16,373819",Roman Catholic,1,,,,1,Never,DNE,DNE,DNE,DNE,DNE,DNE,DNE,DNE,Yes,Yes,DNE,DNE,Yes,DNE,DNE,No,DNE,DNE,DNE,DNE,DNE,DNE,DNE,DNE,Yes,DNE,DNE,Never,Never,DNE,Never,DNE,Never,DNE,Never,Never,Never,DNE,No,DNE,Never,No,DNE,DNE,DNE,DNE,DNE,DNE,DNE,DNE,DNE,Never,Never,DNE,No,DNE,DNE,DNE,Never,https://en.wikipedia.org/wiki/Habsburg_Monarchy,https://en.wikipedia.org/wiki/Habsburg_Monarchy
Archduchy of Austria/Habsburg Empire/Austrian Crownlands/Austria-Hungary,216,F,Maria Theresa,2432,Habsburg,,April,1742,March,1764,,,,,,,,,,,,,,,,,,,,,,1,,,,,Vienna,"48,208174","16,373819",Roman Catholic,1,,,,1,Never,DNE,DNE,DNE,DNE,DNE,DNE,DNE,DNE,Yes,Yes,DNE,DNE,No,DNE,DNE,No,DNE,DNE,DNE,DNE,DNE,DNE,DNE,DNE,Yes,DNE,DNE,Never,Never,DNE,Never,DNE,Never,DNE,Never,Never,Never,DNE,No,DNE,Never,No,DNE,DNE,DNE,DNE,DNE,DNE,DNE,DNE,DNE,Never,Never,DNE,No,DNE,DNE,DNE,Never,https://en.wikipedia.org/wiki/Habsburg_Monarchy,https://en.wikipedia.org/wiki/Habsburg_Monarchy
Archduchy of Austria/Habsburg Empire/Austrian Crownlands/Austria-Hungary,216,F,Maria Theresa,2432,Habsburg,,March,1764,September,1769,,,,,,,,,,,,,,,,,,,,,,1,,,,,Vienna,"48,208174","16,373819",Roman Catholic,1,,,,1,Never,DNE,DNE,DNE,DNE,DNE,DNE,DNE,DNE,Yes,Yes,DNE,DNE,No,DNE,DNE,No,DNE,DNE,DNE,DNE,DNE,DNE,DNE,DNE,Yes,DNE,DNE,Never,Never,DNE,Never,DNE,Never,DNE,Never,Never,Never,DNE,No,DNE,Never,No,DNE,DNE,DNE,DNE,DNE,DNE,DNE,DNE,DNE,Never,Never,DNE,No,DNE,DNE,DNE,Never,https://en.wikipedia.org/wiki/Habsburg_Monarchy,https://en.wikipedia.org/wiki/Habsburg_Monarchy
Archduchy of Austria/Habsburg Empire/Austrian Crownlands/Austria-Hungary,216,F,Maria Theresa,2432,Habsburg,,September,1769,May,1772,,,,,,,,,,,,,,,,,,,,,,1,,,,,Vienna,"48,208174","16,373819",Roman Catholic,1,,,,1,Never,DNE,DNE,DNE,DNE,DNE,DNE,DNE,DNE,Yes,Yes,DNE,DNE,No,DNE,DNE,No,DNE,DNE,DNE,DNE,DNE,DNE,DNE,DNE,Yes,DNE,DNE,Never,Never,DNE,Never,DNE,Never,DNE,Never,Never,Never,DNE,No,DNE,Never,No,DNE,DNE,DNE,DNE,DNE,DNE,DNE,DNE,DNE,Never,Never,DNE,Yes,DNE,DNE,DNE,Never,https://en.wikipedia.org/wiki/Habsburg_Monarchy,https://en.wikipedia.org/wiki/Habsburg_Monarchy
Archduchy of Austria/Habsburg Empire/Austrian Crownlands/Austria-Hungary,216,F,Maria Theresa,2432,Habsburg,,May,1772,November,1780,,,,,,,,,,,,,,,,,,,,,,1,,,,,Vienna,"48,208174","16,373819",Roman Catholic,1,,,,1,Never,DNE,DNE,DNE,DNE,DNE,DNE,DNE,DNE,Yes,Yes,DNE,DNE,Yes,DNE,DNE,No,DNE,DNE,DNE,DNE,DNE,DNE,DNE,DNE,Yes,DNE,DNE,Never,Never,DNE,Never,DNE,Never,DNE,Never,Never,Never,DNE,No,DNE,Never,No,DNE,DNE,DNE,DNE,DNE,DNE,DNE,DNE,DNE,Never,Never,DNE,Yes,DNE,DNE,DNE,Never,https://en.wikipedia.org/wiki/Habsburg_Monarchy,https://en.wikipedia.org/wiki/Habsburg_Monarchy
Archduchy of Austria/Habsburg Empire/Austrian Crownlands/Austria-Hungary,216,M,Joseph II,2434,Habsburg-Lorraine,,November,1780,February,1790,,,,,,,,,,,,,,,,,,,,,,1,,,,,Vienna,"48,208174","16,373819",Roman Catholic,1,,,,1,Never,DNE,DNE,DNE,DNE,DNE,DNE,DNE,DNE,Yes,Yes,DNE,DNE,Yes,DNE,DNE,No,DNE,DNE,DNE,DNE,DNE,DNE,DNE,DNE,Yes,DNE,DNE,Never,Never,DNE,Never,DNE,Never,DNE,Never,Never,Never,DNE,No,DNE,Never,No,DNE,DNE,DNE,DNE,DNE,DNE,DNE,DNE,DNE,Never,Never,DNE,Yes,DNE,DNE,DNE,Never,https://en.wikipedia.org/wiki/Habsburg_Monarchy,https://en.wikipedia.org/wiki/Habsburg_Monarchy
Archduchy of Austria/Habsburg Empire/Austrian Crownlands/Austria-Hungary,216,M,Leopold II,7235,Habsburg-Lorraine,,February,1790,March,1792,,,,,,,,,,,,,,,,,,,,,,1,,,,,Vienna,"48,208174","16,373819",Roman Catholic,1,,,,1,Never,DNE,DNE,DNE,DNE,DNE,DNE,DNE,DNE,Yes,Yes,DNE,DNE,Yes,DNE,DNE,No,DNE,DNE,DNE,DNE,DNE,DNE,DNE,DNE,Yes,DNE,DNE,Never,Never,DNE,Never,DNE,Never,DNE,Never,Never,Never,DNE,No,DNE,Never,No,DNE,DNE,DNE,DNE,DNE,DNE,DNE,DNE,DNE,Never,Never,DNE,Yes,DNE,DNE,DNE,Never,https://en.wikipedia.org/wiki/Habsburg_Monarchy,https://en.wikipedia.org/wiki/Habsburg_Monarchy
Archduchy of Austria/Habsburg Empire/Austrian Crownlands/Austria-Hungary,216,M,Francis II,7236,Habsburg-Lorraine,,November,1792,September,1794,,,,,,,,,,,,,,,,,,,,,,1,,,,,Vienna,"48,208174","16,373819",Roman Catholic,1,,,,1,Never,DNE,DNE,DNE,DNE,DNE,DNE,DNE,DNE,Yes,Yes,DNE,DNE,Yes,DNE,DNE,No,DNE,DNE,DNE,DNE,DNE,DNE,DNE,DNE,Yes,DNE,DNE,Never,Never,DNE,Never,DNE,Never,DNE,Never,Never,Never,DNE,No,DNE,Never,No,DNE,DNE,DNE,DNE,DNE,DNE,DNE,DNE,DNE,Never,Never,DNE,Yes,DNE,DNE,DNE,Never,https://en.wikipedia.org/wiki/Habsburg_Monarchy,https://en.wikipedia.org/wiki/Habsburg_Monarchy
Archduchy of Austria/Habsburg Empire/Austrian Crownlands/Austria-Hungary,216,M,Francis II,7236,Habsburg-Lorraine,,September,1794,April,1797,,,,,,,,,,,,,,,,,,,,,,1,,,,,Vienna,"48,208174","16,373819",Roman Catholic,1,,,,1,Never,DNE,DNE,DNE,DNE,DNE,DNE,DNE,DNE,Yes,Yes,DNE,DNE,Yes,DNE,Never,No,DNE,DNE,DNE,DNE,DNE,DNE,DNE,Never,Yes,DNE,DNE,Never,Never,DNE,Never,DNE,Never,DNE,Never,DNE,Never,DNE,No,DNE,Never,No,DNE,DNE,DNE,DNE,DNE,DNE,DNE,DNE,DNE,Never,Never,DNE,Yes,DNE,DNE,DNE,Never,https://en.wikipedia.org/wiki/Habsburg_Monarchy,https://en.wikipedia.org/wiki/Habsburg_Monarchy
Archduchy of Austria/Habsburg Empire/Austrian Crownlands/Austria-Hungary,216,M,Francis II,7236,Habsburg-Lorraine,,April,1797,May,1797,,,,,,,,,,,,,,,,,,,,,,1,,,,,Vienna,"48,208174","16,373819",Roman Catholic,1,,,,1,Never,DNE,DNE,DNE,DNE,DNE,DNE,DNE,DNE,Yes,Yes,DNE,DNE,Yes,DNE,Never,Yes,DNE,DNE,DNE,DNE,DNE,DNE,DNE,Never,Yes,DNE,DNE,Never,Never,DNE,Never,DNE,Never,DNE,Never,DNE,Never,DNE,No,DNE,Never,No,DNE,DNE,DNE,DNE,DNE,DNE,DNE,DNE,DNE,Never,Never,DNE,Yes,DNE,DNE,DNE,Never,https://en.wikipedia.org/wiki/Habsburg_Monarchy,https://en.wikipedia.org/wiki/Habsburg_Monarchy
Archduchy of Austria/Habsburg Empire/Austrian Crownlands/Austria-Hungary,216,M,Francis II,7236,Habsburg-Lorraine,,May,1797,September,1800,,,,,,,,,,,,,,,,,,,,,,1,,,,,Vienna,"48,208174","16,373819",Roman Catholic,1,,,,1,Never,DNE,DNE,DNE,DNE,DNE,DNE,DNE,DNE,Yes,Yes,DNE,DNE,Yes,DNE,Never,No,DNE,DNE,DNE,DNE,DNE,DNE,DNE,Never,Yes,DNE,DNE,Never,Never,DNE,Never,DNE,Never,DNE,Never,DNE,Never,DNE,No,DNE,Never,No,DNE,DNE,DNE,DNE,DNE,DNE,DNE,DNE,DNE,Never,Never,DNE,Yes,DNE,DNE,DNE,Never,https://en.wikipedia.org/wiki/Habsburg_Monarchy,https://en.wikipedia.org/wiki/Habsburg_Monarchy
Archduchy of Austria/Habsburg Empire/Austrian Crownlands/Austria-Hungary,216,M,Francis II,7236,Habsburg-Lorraine,,September,1800,March,1803,,,,,,,,,,,,,,,,,,,,,,1,,,,,Vienna,"48,208174","16,373819",Roman Catholic,1,,,,1,Never,DNE,DNE,DNE,DNE,DNE,DNE,DNE,DNE,Yes,Yes,DNE,DNE,Yes,DNE,Never,No,DNE,DNE,DNE,DNE,DNE,DNE,DNE,Never,Yes,DNE,DNE,Never,Never,DNE,Never,DNE,Never,DNE,Never,DNE,Never,DNE,No,DNE,Never,No,DNE,DNE,DNE,DNE,DNE,DNE,DNE,DNE,DNE,Never,Never,DNE,Yes,DNE,DNE,DNE,Never,https://en.wikipedia.org/wiki/Habsburg_Monarchy,https://en.wikipedia.org/wiki/Habsburg_Monarchy
Archduchy of Austria/Habsburg Empire/Austrian Crownlands/Austria-Hungary,216,M,Francis II,7236,Habsburg-Lorraine,,March,1803,August,1805,,,,,,,,,,,,,,,,,,,,,,1,,,,,Vienna,"48,208174","16,373819",Roman Catholic,1,,,,1,Never,DNE,DNE,DNE,DNE,DNE,DNE,DNE,DNE,No,Yes,DNE,DNE,Yes,DNE,DNE,No,DNE,DNE,DNE,DNE,DNE,DNE,DNE,Never,Yes,DNE,DNE,Never,Never,DNE,Never,DNE,Never,DNE,Never,DNE,Never,DNE,No,DNE,Never,No,DNE,DNE,DNE,DNE,DNE,DNE,DNE,DNE,DNE,Never,Never,DNE,Yes,DNE,DNE,DNE,Never,https://en.wikipedia.org/wiki/Habsburg_Monarchy,https://en.wikipedia.org/wiki/Habsburg_Monarchy
Archduchy of Austria/Habsburg Empire/Austrian Crownlands/Austria-Hungary,216,M,Francis II,7236,Habsburg-Lorraine,,August,1805,,1806,,,,,,,,,,,,,,,,,,,,,,1,,,,,Vienna,"48,208174","16,373819",Roman Catholic,1,,,,1,Never,DNE,DNE,DNE,DNE,DNE,DNE,DNE,DNE,No,Yes,DNE,DNE,Yes,Never,DNE,Yes,DNE,DNE,DNE,DNE,DNE,DNE,DNE,Never,Yes,DNE,DNE,Never,Never,DNE,Never,DNE,Never,DNE,Never,DNE,Never,DNE,No,DNE,Never,No,DNE,DNE,DNE,DNE,DNE,DNE,DNE,DNE,DNE,Never,Never,DNE,Yes,DNE,DNE,DNE,Never,https://en.wikipedia.org/wiki/Habsburg_Monarchy,https://en.wikipedia.org/wiki/Habsburg_Monarchy
