budget,id,imdb_id,original_language,original_title,overview,popularity,poster_path,release_date,revenue,runtime,tagline,title,vote_average,year
0,271404,tt1724970,en,Beyond Skyline,A tough-as-nails detective embarks on a relentless pursuit to free his son from a nightmarish alien warship.,6.416249,/ktZvjFmwCLrMXtr1dl6o5PhhHS4.jpg,2017-10-20,0.0,0.0,,Beyond Skyline,0.0,2017
0,321757,tt4283414,en,Punching Henry,"Comedian Henry Phillips is lured to LA by a renowned TV producer who wants to bring his story of failure to the screen. But when a major network gets involved, Henry must decide whether he wants to make jokes for a living, or be the butt of them.",1.797552,/989X25XGv7r0YWB0nY3OvgNqJbx.jpg,2017-02-24,0.0,98.0,Comedy isn't funny.,Punching Henry,6.2,2017
0,425134,tt4795124,en,How to Be a Latin Lover,An aging Latin lover gets dumped by his sugar mama and must fend for himself in a harsh world.,7.299803,/cn6m1JrtLolcHRRgHrl8thEzcZb.jpg,2017-04-28,26251899.0,115.0,Fifty shades grayer,How to Be a Latin Lover,6.1,2017
0,426264,tt6193424,en,The Trip to Spain,Steve Coogan and Rob Brydon embark on a road trip along the coast of Spain.,1.223145,/74RSdBGWdtbdClQ2NGJeTTyO7fq.jpg,2017-08-31,0.0,115.0,,The Trip to Spain,7.0,2017
0,430830,tt6333064,en,Nobody Speak: Trials of the Free Press,The courtroom and publicity battles between the superstar wrestler and the notorious website explode in a sensational trial all about the limits of the First Amendment and the new no holds barred nature of celebrity life in an internet dominated society.,0.765677,/kX54qobSPGNjYa4UZRit5DrM5TI.jpg,2017-01-24,0.0,105.0,The power of money to silence a free press.,Nobody Speak: Trials of the Free Press,5.5,2017
0,403431,tt5805752,en,Brigsby Bear,"Brigsby Bear Adventures is a children's TV show produced for an audience of one: James. When the show abruptly ends, James's life changes forever, and he sets out to finish the story himself.",2.216551,/ig0W1cGLFyTGQCDMb9xemlOGOBy.jpg,2017-07-27,0.0,100.0,,Brigsby Bear,7.0,2017
0,451709,tt6218048,en,Lucas Brothers: On Drugs,"Deadpan twin comics Keith and Kenny Lucas take the stage in Brooklyn with a set that touches on drugs, race, Deion Sanders, teachers and O.J. Simpson.",0.552579,/vTxUOKuXJVOYo3Y5erJZU7h2GUm.jpg,2017-04-18,0.0,49.0,,Lucas Brothers: On Drugs,6.3,2017
0,450945,tt6739646,en,I Am Heath Ledger,"The life and career of an actor, artist, and icon. His own journey through his own camera.",2.293791,/nzJ44bpFglwElWk1l24bTNXE9BX.jpg,2017-04-23,0.0,90.0,,I Am Heath Ledger,7.5,2017
0,390054,tt2582576,en,Sand Castle,"Set during the occupation of Iraq, a squad of U.S. soldiers try to protect a small village.",7.823933,/c9buG2jVRgAu68E4D4jpwlgqhO1.jpg,2017-04-21,0.0,113.0,Home is a war away,Sand Castle,6.3,2017
0,443297,tt3705822,en,Moontrap: Target Earth,A long forgotten ancient spacecraft discovered on Earth. Investigations carried out by Scout transport her to the moon whereupon she meets the impressive machines preserving the wisdom of that long lost civilization.,0.427982,/piTPKYtaZjwnCRlu19zwzqaDLuN.jpg,2017-02-07,0.0,81.0,,Moontrap: Target Earth,4.0,2017
0,333295,tt2630352,en,Uncertain,"A keen observation of a sun-dappled and still-watered swamp, Uncertain contemplates a frequently overlooked and enigmatic town whose lake, and only real source of income, comes under threat from an aquatic nuisance of the botanical variety. Perhaps unsurprisingly for a site so-named, there is a lack of consensus about the Texas town's origin: whether the result of a surveyor's confusion when marking an early map, or steamboat captains' belief that docking there was an unknowable, impossible task, an auspicious beginning is offered for the unsettled and yearning inhabitants.",0.415139,/6LpJlqR9vBpc50zRKDo3Hzl7L9J.jpg,2017-03-09,0.0,82.0,,Uncertain,5.0,2017
707503,430263,tt5161058,ru,"Гуляй, Вася!","Contemporary Russia. Mitya and Alisa are set to get married. The problem is that Mitya is still married to Vasya, who refuses to grant him a divorce. Can Mitya and his friends convince Vasya to change her mind?",1.681316,/gIipyI9TYvet7q9z5KPwf6cRPqL.jpg,2017-02-16,4781454.0,90.0,,"Have Fun, Vasya!",7.2,2017
0,435366,tt6399158,ko,조작된 도시,"In real life, Kwon Yoo is unemployed, but in the virtual game world he is the best leader. Kwon Yoo is then framed for a murder. With the help of hacker Yeo-Wool, he tries to uncover the truth behind the murder case.",2.358168,/8tE4MhhuWHize6pNyxAtakUyNZc.jpg,2017-02-09,0.0,126.0,,Fabricated City,7.8,2017
0,291276,tt1734493,en,Unlocked,"After failing to apprehend the terrorist behind a Paris attack that claimed dozens of lives, CIA agent Alice Racine is forced to live in London as a caseworker. Her mentor unexpectedly calls her back into action when the CIA discovers that another attack is imminent. Alice soon learns that the classified information she's uncovered has been compromised. Running for her life, she turns to a former soldier to help her prevent a lethal biological attack on the citizens of London.",13.371144,/fBDLdEraxCBKGmOPb6pJPYiDQh1.jpg,2017-04-27,0.0,98.0,,Unlocked,6.2,2017
0,301372,tt1544608,en,Voice from the Stone,"Set in 1950s Tuscany, Voice from the Stone is the haunting and suspenseful story of Verena, a solemn nurse drawn to aid a young boy who has fallen silent since the sudden passing of his mother.",5.91121,/6pJseCfsd90nA26Jz1HTSuyRzGz.jpg,2017-04-28,0.0,94.0,Silence is calling,Voice from the Stone,5.2,2017
0,411405,tt5717492,en,Small Crimes,"A disgraced former cop, fresh off a six-year prison sentence for attempted murder - returns home looking for redemption but winds up trapped in the mess he left behind.",7.219022,/z7jmLmrs0pLlDU4GI6ItaJeqlET.jpg,2017-04-28,0.0,95.0,,Small Crimes,5.8,2017
0,453596,tt6721848,tr,Kolonya Cumhuriyeti,,0.173603,/c9q47mJP24LdY4fPmRMAmhnO51h.jpg,2017-04-20,0.0,,,Kolonya Cumhuriyeti,6.0,2017
0,413391,tt3784652,en,A Few Less Men,Travel plans for three men in ill-fitting wedding tuxedos goes horribly wrong.,1.475321,/1FR3KCSLB6b9WMrZPir0JioMvcQ.jpg,2017-03-09,123899.0,96.0,A lot more laughs!,A Few Less Men,5.2,2017
0,393172,tt2337841,en,Bottom of the World,"A mysterious disappearance of a young woman leads her boyfriend on a journey for truth and perhaps his own unknown reality in this dark, hypnotic mystery that transcends the limitations of traditional narrative.",1.557641,/wUgO5MVsdFIqwvuako55rnfoM1Y.jpg,2017-03-31,0.0,85.0,Reality is not what it seems.,Bottom of the World,5.5,2017
0,348389,tt3567666,en,Stratton,A British Special Boat Service commando tracks down an international terrorist cell.,2.876994,/6HyEx5AxxDwWdhUowXPr1hXjM1z.jpg,2017-07-06,0.0,94.0,The enemy has a weapon. So do we.,Stratton,4.8,2017
0,426253,tt5770620,en,The Lovers,The separation of a long married couple goes awry when they fall for each other again.,2.968282,/tRWza39fHyef12FvScIBduaHMi6.jpg,2017-05-05,214078.0,94.0,A love so strong it can survive marriage.,The Lovers,5.4,2017
18000000,350312,tt4849438,te,Baahubali 2: The Conclusion,"When Mahendra, the son of Bahubali, learns about his heritage, he begins to look for answers. His story is juxtaposed with past events that unfolded in the Mahishmati Kingdom.",9.042261,/sXf30F2HFpsFPXlNz7jpOySSV9I.jpg,2017-04-27,230000000.0,161.0,,Baahubali 2: The Conclusion,6.7,2017
0,441483,tt4927984,en,Tomato Red,"When small town drifter Sammy Barlach drives into town on the search for his next cold beer and the bunch that'll have him, he gets a lot more than he bargained for.",0.339784,,2017-02-24,0.0,112.0,,Tomato Red,8.0,2017
400000,447352,tt4290974,en,Taking Earth,The human race is thrown into chaos as an alien invasion takes control of the planet in an effort to find one boy out of 7 billion people who holds the power to destroy them.,1.587246,/39z9HzGt72qG5wV8jXeCS8oL2tk.jpg,2017-05-01,0.0,0.0,,Taking Earth,5.0,2017
0,455601,tt6264596,en,Maria Bamford: Old Baby,She's savagely upbeat. Lovably awkward. And full of surprises. A wildly funny trip through a one-of-a-kind comic mind.,0.846929,/i4kcbcvT4Xdq4bmAj4gRy1doXBK.jpg,2017-05-02,0.0,64.0,,Maria Bamford: Old Baby,6.4,2017
0,439998,tt6373590,it,Omicidio all'italiana,,2.962735,/c3Rdwps3XKYoKxHFttOLTKIPHsC.jpg,2017-03-02,0.0,,,Omicidio all'italiana,6.3,2017
0,369697,tt4191702,en,Norman: The Moderate Rise and Tragic Fall of a New York Fixer,A financial schemer finds himself in the middle of an international scandal after he becomes a political adviser to the new prime minister of Israel.,6.164534,/b5dVqHefhqvvN2MrLaNGnGlW7Sg.jpg,2017-04-14,0.0,117.0,,Norman: The Moderate Rise and Tragic Fall of a New York Fixer,5.6,2017
0,455188,tt5241534,en,Seizure,A young gangster forced into trafficking girls goes into hiding when a deal goes wrong but when the girl unleashes her supernatural curse he must decide between his love for her or running for his life.,0.390678,/lwgp2GM9AkjExGpeteQA6Sq4crC.jpg,2017-04-11,0.0,85.0,,Seizure,0.0,2017
0,203835,tt1935897,en,Amityville: The Awakening,"Belle, her little sister, and her comatose twin brother move into a new house with their single mother Joan in order to save money to help pay for her brother's expensive healthcare. But when strange phenomena begin to occur in the house including the miraculous recovery of her brother, Belle begins to suspect her Mother isn't telling her everything and soon realizes they just moved into the infamous Amityville house.",20.712818,/nkvUaKRYG70QouZtHlnUSoDBRGC.jpg,2017-06-30,0.0,85.0,Every house has a history. This one has a legend.,Amityville: The Awakening,5.8,2017
10500000,399019,tt5592248,en,The Beguiled,"During the Civil War, at a Southern girls’ boarding school, young women take in an injured enemy soldier. As they provide refuge and tend to his wounds, the house is taken over with sexual tension and dangerous rivalries, and taboos are broken in an unexpected turn of events.",36.26051,/yCt9jWUFNpWLSiNpShZr9JFF9oD.jpg,2017-06-23,25442939.0,93.0,"Innocent, until betrayed.",The Beguiled,5.8,2017
0,452166,tt6710658,en,The Reagan Show,"Comprised entirely of archival footage taken during those pre-reality-television years, The Reagan Show looks at how Ronald Reagan redefined the look and feel of what it means to be the POTUS.",0.20617,/oNiJScaEVNLoNOgKIR9MOBvvsGy.jpg,2017-04-22,0.0,75.0,Our country was his stage.,The Reagan Show,10.0,2017
34000000,339403,tt3890160,en,Baby Driver,"After being coerced into working for a crime boss, a young getaway driver finds himself taking part in a heist doomed to fail.",228.032744,/dN9LbVNNZFITwfaRjl4tmwGWkRg.jpg,2017-06-28,224511319.0,113.0,All you need is one killer track.,Baby Driver,7.2,2017
50000000,387426,tt3967856,en,Okja,"A young girl named Mija risks everything to prevent a powerful, multi-national company from kidnapping her best friend - a massive animal named Okja.",15.738471,/pHlRr2MfjK77VIIAO7p0R4jhsJI.jpg,2017-05-19,0.0,121.0,,Okja,7.7,2017
0,445916,tt6357202,en,Asylum of Darkness,"After awakening in a mental asylum, a patient plans an escape to freedom, but finds an even more disturbing, supernatural world on the outside, one that threatens to keep him trapped in madness forever.",0.474061,/iQAZIZ04Z2MhJj6EwSfvrwng3Uc.jpg,2017-04-10,0.0,117.0,There Is Evil Inside Us All,Asylum of Darkness,6.8,2017
20000000,397422,tt4799050,en,Rough Night,"Five best friends from college reunite 10 years later for a wild bachelorette weekend in Miami. Their hard partying takes a hilariously dark turn when they accidentally kill a male stripper. Amidst the craziness of trying to cover it up, they're ultimately brought closer together when it matters most.",24.317924,/i66xbL1C6FEWDm2KoX11DHmP4Rz.jpg,2017-06-15,45056771.0,101.0,The hangover will be the least of their problems,Rough Night,5.6,2017
0,381518,tt4799064,en,Mindhorn,"A washed up actor who played Mindhorn, a secret agent with a bionic eye, returns to the Isle of Man, the area where his most famous role was set, to help catch a killer.",5.760089,/1cg6oZo7C7iqYTZgbfOvscAFiP2.jpg,2017-05-05,0.0,89.0,It's truth time!,Mindhorn,6.4,2017
0,450530,tt6268052,en,Oasis,A Scottish chaplain embarks on an epic journey through space. Based on Michel Faber's 'The Book Of Strange New Things'.,0.353742,/z6xugLPukxof4VE7k8J7cQzuER6.jpg,2017-03-17,0.0,60.0,,Oasis,7.0,2017
0,447818,tt6263642,en,Generation Iron 2,"From the director of Generation Iron, comes the anticipated sequel that will depict 5 of the top bodybuilding and fitness mega-stars on a quest of achieving the ultimate physique and taking it to the next extreme level. In the world of social media and internet, the rules have changed as to what makes an iconic bodybuilding mass-monster. Starring Kai Greene, Calum Von Moger, Rich Piana, among others, this film will explore an all new generation of bodybuilders and how this new world, and new people, carve their own path to physique perfection.",2.004971,/d55SL6py3ycETBBIHYXRkGLAQz4.jpg,2017-05-12,0.0,106.0,Is there a limit?,Generation Iron 2,8.3,2017
4000000,383538,tt5044656,en,The Shadow Effect,A young man's life is turned upside down when his violent dreams begin to blend with reality.,2.548897,/ddQZ7xUBPBcj9vA1LiLyEzfFQK5.jpg,2017-05-02,0.0,93.0,"Once you remember, you will never forget.",The Shadow Effect,5.0,2017
0,444713,tt5954088,hi,Commando 2: The Black Money Trail,"India's most wanted Black Money agent, Vicky Chaddha, gets arrested in Malaysia and is kept in a safe house by the Malaysian authorities, along with his wife. A team of four is being sent to Malaysia to bring them to India. Apart from the growth of inter-personal relationships, the mission has quite a few twists and turns on its way. The story follows Karan as he uses his brain and brawn to recover all of the laundered black money.",1.120333,/wOQMMqjPyVfP5pddl14LLdYYTrp.jpg,2017-03-02,0.0,123.0,,Commando 2: The Black Money Trail,5.6,2017
0,447113,tt6536944,en,Monster High: Electrified,"When Clawdeen dreams of opening a salon made for monsters and normies, Frankie has the perfect place - an abandoned power station outside town. But the idea sparks negative voltage when Moanica plots to ruin the whole thing, and replace the celebration with something a little more... shocking!",7.170738,/xmmFpf6PD2JVEbrvqQWLe3zPMmv.jpg,2017-04-04,0.0,72.0,Dreams are just a spark away!,Monster High: Electrified,6.9,2017
0,426256,tt6288250,en,Patti Cake$,"Straight out of Jersey comes Patricia Dombrowski, a.k.a. Killa P, a.k.a. Patti Cake$, an aspiring rapper fighting through a world of strip malls and strip clubs on an unlikely quest for glory.",2.617894,/11MVxyp77zUPwc4cmqsUumNQYWK.jpg,2017-08-18,0.0,108.0,,Patti Cake$,6.9,2017
0,429174,tt6304162,ru,Нелюбовь,"Zhenya and Boris are going through a vicious divorce marked by resentment, frustration and recriminations. Already embarking on new lives, each with a new partner, they are impatient to start again, to turn the page – even if it means threatening to abandon their 12-year-old son Alyosha. Until, after witnessing one of their fights, Alyosha disappears...",1.976804,/p0o3yoJmsEMMhMPAMLl6VI7MomI.jpg,2017-06-01,0.0,128.0,,Loveless,7.8,2017
0,446493,tt6587078,en,Moonlight in Vermont,"After fast-paced New York City high-end real estate broker Fiona Rangely (Lacey Chabert) gets dumped by her boyfriend, she escapes to her family’s quaint Vermont Inn for a few days to slow down and evaluate her life. When her ex-boyfriend Nate shows up at the Inn with a brand new girlfriend, Fiona quickly devises a plan to win him back: pretend the handsome and very laid- back head chef Derek (Carlo Marks) is her new boyfriend! Much to the surprise of Derek --and to Fiona herself-- in pretending to be in love, she realizes that she’s been thrown a curveball: sometimes the best things in life are worth the wait.",0.546812,/2LKxZL6lzaKBWmzqmMwjcZLn0QG.jpg,2017-04-08,0.0,90.0,,Moonlight in Vermont,7.3,2017
0,402582,tt5809020,en,Handsome: A Netflix Mystery Movie,LA homicide detective Gene Handsome's knack for solving mysteries is matched only by his inability to make sense of his own problems.,4.021978,/yc1GQhNw5MvznrtPmPY52dKsdrm.jpg,2017-05-05,0.0,81.0,,Handsome: A Netflix Mystery Movie,5.7,2017
0,456348,tt6067832,en,Batman & Bill,"Everyone thinks that Bob Kane created Batman, but that’s not the whole truth. One author makes it his crusade to make it known that Bill Finger, a struggling writer, actually helped invent the iconic superhero, from concept to costume to the very character we all know and love. Bruce Wayne may be Batman’s secret identity, but his creator was always a true mystery.",0.990632,/gc1oyq0K8TdtFTXmYV03v536HsI.jpg,2017-05-06,0.0,93.0,,Batman & Bill,7.7,2017
0,408381,tt4711924,it,Monolith,A mother and her son plan a surprise visit to Los Angeles to see her husband/his father. Halfway there they get into a terrible accident in the middle of nowhere and now must fight to survive.,2.145819,/9zwQXSTUNPyxUYqh87PvcKIAz67.jpg,2017-04-20,0.0,83.0,Technology can be your best friend or your worst enemy.,Monolith,6.1,2017
0,401065,tt3320500,en,The Axe Murders of Villisca,"Three ghost-hunting high-schoolers visit the Moore House in Villisca, Iowa—the site of one of America’s most grisly unsolved mass murders. After their private tour is interrupted, the group sneaks back in at night, unaware of the otherworldly terror that awaits them.",2.671452,/k3qMst5skBFa9Pjyao7Qdwjs9Y0.jpg,2017-01-20,0.0,78.0,"In 1912, eight people were brutally murdered in their house. This house.",The Axe Murders of Villisca,4.9,2017
0,390059,tt5390066,en,Permission,A woman on the brink of a marriage proposal is told by a friend that she should date other men before spending the rest of her life with her boyfriend.,0.432723,/gU456G1mRMzV64HzouZqKYkIhCy.jpg,2017-04-22,0.0,96.0,,Permission,0.0,2017
0,429070,tt5687040,fr,Les fantômes d'Ismaël,"The film tells the tale of a widowed film director who is in the middle of making a film about an atypical diplomat inspired by his brother. While he has started a new life with Sylvia, he still mourns the death of a former lover, Carlotta, who passed away 20 years earlier; then Carlotta returns from the dead, causing Sylvia to run away.",2.697064,/htLB4cu1ZVXPY6Y256cejvlBmFX.jpg,2017-05-17,0.0,110.0,,Ismael's Ghosts,5.5,2017
17000000,302150,tt2674358,en,The Hunter's Prayer,An assassin helps a young woman avenge the death of her family.,12.396344,/2qVnSDniGtf2mL941v2izSIzpon.jpg,2017-06-08,0.0,91.0,It's just business,The Hunter's Prayer,5.5,2017
0,398920,tt5256722,fr,Il a déjà tes yeux,"Paul is married to Sali. Everything would be fine if they could get a child. Until the day when Sali receives the call that they have been waiting for so long: their adoption file is approved. He is adorable, he is 6 months old, his name is Benjamin. He is blond with blue eyes and white. They - are black.",6.401902,/5reyB96i5ufQwE8Kc4BN3wZIgZ2.jpg,2017-01-18,0.0,95.0,,He Even Has Your Eyes,6.3,2017
0,429107,tt5929750,en,Beatriz at Dinner,"Beatriz, an immigrant from a poor town in Mexico, has drawn on her innate kindness to build a career as a health practitioner. Doug Strutt is a cutthroat, self-satisfied billionaire. When these two opposites meet at a dinner party, their worlds collide, and neither will ever be the same.",6.548206,/ewI8d3zUVKmtOYSMhY2hIzdUzgu.jpg,2017-06-09,0.0,83.0,"She was invited, but she's not welcome.",Beatriz at Dinner,6.3,2017
0,448448,tt6714534,en,Get Me Roger Stone,"From his days of testifying at the Watergate hearings to advising recent presidential candidate Donald Trump, Roger Stone has long offended people on both sides of the political fence as a force in conservative America. Outspoken author, pundit, ahead of his time election strategist, this is his story.",0.835595,/92XeWOG1BDJG5VqMJcK3Gcbw9Vs.jpg,2017-04-23,0.0,100.0,,Get Me Roger Stone,7.3,2017
0,437941,tt6278008,ru,Большой,"Julia is incredibly talented. She can become a great ballerina. But for this purpose she must give up everything: the interests of the family, her first love, friendship. Over and over again the heroine will face a complex choice between the dream of beauty and real life.
 The history of the rise of a young provincial girl to the stage of the Bolshoi Theatre. A film about dreams, beauty, and ballet.",1.261872,/tuccHv5Z5dewfb0U0DQdHpbFOgR.jpg,2017-05-11,0.0,132.0,,The Bolshoi,6.4,2017
0,456781,tt3229488,en,Boone: The Bounty Hunter,"When fame-seeking reality show bounty hunter, Boone, attempts to bring down a drug lord and his empire, he uncovers more than he bargains for and learns that justice means more than ratings.",1.348869,/akqKTfd6EbUQamcvVrJS1CxOdUH.jpg,2017-05-09,0.0,86.0,You can run but you can't hide,Boone: The Bounty Hunter,6.3,2017
80000000,324852,tt3469046,en,Despicable Me 3,Gru and his wife Lucy must stop former '80s child star Balthazar Bratt from achieving world domination.,36.631519,/5qcUGqWoWhEsoQwNUrtf3y3fcWn.jpg,2017-06-15,1020063384.0,96.0,Oh brother.,Despicable Me 3,6.2,2017
1282545,413762,tt5158522,en,The Levelling,Clover is finishing a veterinary course when her brother dies and she is called home to her family's struggling Somerset farm.,3.526962,/AeH4pTa7PxvuyxQSi7xBf4caOvh.jpg,2017-05-12,0.0,83.0,,The Levelling,5.9,2017
0,401164,tt5750534,en,Tracktown,"A bright, talented and lonely long-distance runner twists her ankle as she prepares for the Olympic Trials and must do something she's never done before: take a day off.",0.569824,/o5ym6La6Czr9vUGS28rJV8aXoPE.jpg,2017-05-12,0.0,88.0,The finish line is just the beginning.,Tracktown,4.5,2017
0,456187,tt6253522,en,King Charles III,"Prince Charles' accession to the throne following the Queen's death. When he refuses to sign a controversial bill into law, political chaos ensues: a constitutional crisis, rioting on the streets and a tank in front of Buckingham Palace.",0.920217,/tQ6aFuWBrQSqJcgoqXnlozBGyam.jpg,2017-05-10,0.0,89.0,,King Charles III,6.8,2017
0,438446,tt6442978,en,Mommy Dead and Dearest,"Child abuse, mental illness, and forbidden love converge in this mystery involving a mother and daughter who were thought to be living a fairy tale life that turned out to be a living nightmare.",1.418073,/ysyAxanenRNuz3RhBflA003pa6i.jpg,2017-03-11,0.0,82.0,"In this family, every illness was a lie - except the mother's.",Mommy Dead and Dearest,7.2,2017
0,424208,tt3061222,en,Alcoholist,"An alcoholic spends all his time spying on his neighbor, waiting for the right moment to kill him.",0.618552,/i3YT0uw6pmYfbDAJe3SgsUOKJnV.jpg,2017-05-18,0.0,105.0,Revenge will consume you.,Alcoholist,0.0,2017
0,390319,tt5494396,en,Tickling Giants,"The Arab Spring in Egypt: From a dictator to free elections, back to a dictatorship. One comedy show united the country and tested the limits of free press. This is the story of Bassem Youssef, a cardiologist turned comedian, the Jon Stewart of Egypt, and his show ""The Show"".",0.289103,/7NlURmIhGaRuRukWfDg8KNj3oup.jpg,2017-03-15,0.0,111.0,Are you brave enough to tell a joke?,Tickling Giants,8.2,2017
0,406107,tt3778010,en,Dead Awake,"Kate Bowman (Jocelin Donahue) is an average social worker who is investigating in the mysterious deaths of people who died in their sleep. Shortly before their deaths, the victims all reported a supernatural force that appeared to them while they were suffering from sleep-paralysis. When Kate investigates further into the case, she opens herself up to the creature's wrath, and soon finds herself, and her family suffering from an ancient evil.",2.808386,/apBhaUivEub9Ghx7sj7UqQCFYH4.jpg,2017-05-12,0.0,99.0,An ancient evil. Trapped in a world of darkness. Waiting for someone to believe.,Dead Awake,5.3,2017
0,439154,tt5348236,fr,Sage femme,"Claire is a midwife and has devoted her life to others. At a moment when she is preoccupied by the imminent closure of the maternity clinic where she works, her life is further turned upside down when Béatrice, her father's former mistress, turns up on the scene. Béatrice is a capricious and selfish woman, Claire's exact opposite.",2.127205,/odWZhocibVz40MkATNjo2W5ate.jpg,2017-03-22,0.0,117.0,,The Midwife,6.2,2017
0,375183,tt1718924,en,A Family Man,"Dane Jensen is a driven, Chicago-based headhunter, working at a cut-throat job placement firm. When Dane's boss announces his retirement, he pits Dane against Lynn Vogel, Dane's equally driven but polar-opposite rival at the firm, in a battle for control over the company.",8.844173,/612avgKpukTYLmrXLZmip2Hjwmv.jpg,2017-05-18,0.0,108.0,,A Family Man,6.7,2017
0,363992,tt1933667,en,The Wizard of Lies,"A look behind the scenes at Bernie Madoff's massive Ponzi scheme, how it was perpetrated on the public and the trail of destruction it left in its wake, both for the victims and Madoff's family.",13.953533,/8k4lJ4e0hvDQtKpItXmmPdw69sO.jpg,2017-05-21,0.0,133.0,Only those you trust can truly betray you.,The Wizard of Lies,6.6,2017
0,416445,tt3401174,en,Revengeance,"A low-rent bounty hunter named Rod Rosse, The One Man Posse, gets entangled in a web of danger when he takes on a job from an ex-biker/ex-wrestler turned U.S. senator named ""Deathface.""",1.09508,/ej9Q38DGIRwurduzuMVdxMtFlA1.jpg,2017-04-05,0.0,71.0,Revenge is a dish best served animated,Revengeance,8.0,2017
0,409421,tt6574146,ru,ブラム,"In the distant technological future, civilization has reached its ultimate Net-based form. An ""infection"" in the past caused the automated systems to spiral out of order, resulting in a multi-leveled city structure that replicates itself infinitely in all directions. Now humanity has lost access to the city's controls, and is hunted down and purged by the defense system known as the Safeguard. In a tiny corner of the city, a little enclave known as the Electro-Fishers is facing eventual extinction, trapped between the threat of the Safeguard and dwindling food supplies. A girl named Zuru goes on a journey to find food for her village, only to inadvertently cause doom when an observation tower senses her and summons a Safeguard pack to eliminate the threat. With her companions dead and all escape routes blocked, the only thing that can save her now is the sudden arrival of Killy the Wanderer, on his quest for the Net Terminal Genes, the key to restoring order to the world.",3.455833,/vNGR1oruTC9WWPraHatRyUZT2ii.jpg,2017-05-20,0.0,106.0,,Blame!,6.7,2017
0,449503,tt5767628,en,Kill 'em All,"After a massive shootout, a mysterious stranger (Van Damme) arrives at a local hospital on the brink of death. Then, a foreign gang brazenly comes to the hospital to hunt him down. His nurse, the sole surviving witness to the follow-up shootout, must face an FBI interrogation that unlocks a plot of international intrigue and revenge. With enough twists and turns, KILL'EM ALL will keep you guessing until the final bullet is fired.",5.342381,/cWkZQqS2IxMcvH7UZSHFR8YYRfk.jpg,2017-05-08,0.0,96.0,When you don't know who to trust...,Kill 'em All,5.4,2017
1000000,423988,tt5464234,en,Kill Switch,A pilot battles to save his family and the planet after an experiment for unlimited energy goes wrong.,12.128887,/8K6pfMcT3hiIlCFw2RrHoXLshxl.jpg,2017-06-01,0.0,91.0,Worlds will collide,Kill Switch,5.1,2017
6000000,316154,tt4334266,en,The Bad Batch,"In a desert wasteland in Texas, a muscled cannibal breaks one important rule: don’t play with your food.",78.8072,/7o14VaMphEIzPwzeW6FP3A6zb4W.jpg,2017-06-23,0.0,119.0,,The Bad Batch,5.3,2017
0,452142,tt6326286,en,Maigrets Night at the Crossroads,"A complex tale of murder, deceit and greed set in an isolated country community.",1.491167,/saUVzKsfSnrMT31aQ708B7TjrEd.jpg,2017-04-16,0.0,88.0,,Maigrets Night at the Crossroads,7.0,2017
152000000,281338,tt3450958,en,War for the Planet of the Apes,"Caesar and his apes are forced into a deadly conflict with an army of humans led by a ruthless Colonel. After the apes suffer unimaginable losses, Caesar wrestles with his darker instincts and begins his own mythic quest to avenge his kind. As the journey finally brings them face to face, Caesar and the Colonel are pitted against each other in an epic battle that will determine the fate of both their species and the future of the planet.",146.161786,/3vYhLLxrTtZLysXtIWktmd57Snv.jpg,2017-07-11,369907963.0,140.0,For freedom. For family. For the planet.,War for the Planet of the Apes,6.7,2017
0,414455,tt4460854,en,Chronically Metropolitan,"A cynical and clever coming of age film about first time novelist Fenton Dillane, who, unannounced returns to New York City to confront his family, his ex- girlfriend and a few lingering childhood fears.",1.888856,/vogqzcUAIWyboktR34ojo1roF2q.jpg,2017-08-04,0.0,90.0,,Chronically Metropolitan,5.8,2017
21000000,293768,tt1458169,en,Kidnap,"Single mother Karla McCoy lives a perfect life with her young son Frankie. One day, upon entering a local park, Karla sees her son suddenly being abducted out of the blue by a kidnapper. To save Frankie from being taken, Karla goes out on a mission to demand people in the city to help rescue her son.",20.214579,/9CabD3j9PrjRY054fL0WJuEcXHZ.jpg,2017-08-04,24527158.0,95.0,Vengeance is a Mother,Kidnap,6.0,2017
0,452413,tt6772874,zh,喜欢你,"Lu Jin is a handsome, wealthy hotel executive whose drive for perfection is matched only by his taste for fine cuisine. When he checks into the Rosebud, he's dissatisfied with everything he sees and is ready to take action... until flamboyant female sous chef Gu Shengnan creates the perfectionist what may be a perfect meal. Now, these bitter rivals find themselves brought together in the kitchen in this light-hearted romantic comedy, infused with fun and flavors to create a delicious dish that foodies around the world wouldn't dare to miss.",0.46796,/220GyPnIHbl3YEw1tLdt6vk5mRN.jpg,2017-04-28,0.0,106.0,,This Is Not What I Expected,6.5,2017
0,341689,tt3859310,en,How to Talk to Girls at Parties,"A couple of British 1970s teen-aged boys, Enn and Vic, go to a party to meet girls, only to find that the girls are very different from the boys' expectations.",2.068008,/tyCt5dQ2yhfEtWcP3KqMgtFk7s0.jpg,2017-12-27,0.0,102.0,Some girls are out of this world.,How to Talk to Girls at Parties,0.0,2017
0,396398,tt5536736,en,The Meyerowitz Stories,An estranged family gathers together in New York for an event celebrating the artistic work of their father.,3.510007,/vJZs6ABHbCcgjIFcAoPx3qhwXzL.jpg,2017-05-21,0.0,110.0,,The Meyerowitz Stories,5.4,2017
